File Name,default,TreeCutLevel1,RootCutLevel1,RoundingHeurLevel1,StrongBranching1,SubmipHeurLevel1,DivingHeurLevel1
c101.100.10,11.79,12.77,9.12,12.0,12.06,13.37,11.88
c101.100.15,38.19,37.41,23.36,38.83,39.09,27.06,39.72
c101.100.20,40.49,44.86,31.96,40.55,41.13,45.26,40.23
c101.100.25,82.08,72.24,58.1,86.29,84.04,83.57,84.4
c101.25.3,0.3,0.34,0.28,0.28,0.28,0.31,0.26
c101.25.5,0.64,0.62,0.5,0.63,0.63,0.61,0.63
c101.30.10,1.14,1.17,0.93,1.17,1.12,1.09,1.18
c101.30.15,0.9,1.01,0.94,0.98,0.92,1.61,0.94
c101.30.20,1.18,1.14,1.2,1.16,1.15,1.33,1.16
c101.30.25,1.88,1.94,1.87,1.9,1.9,1.99,1.9
c101.30.3,0.24,0.25,0.24,0.22,0.23,0.27,0.24
c101.30.5,1.1,0.98,0.95,1.09,1.08,0.72,1.08
c101.40.3,0.39,0.41,0.41,0.42,0.37,0.41,0.39
c101.40.5,1.32,1.3,1.13,1.33,1.34,0.97,1.37
c101.50.10,2.43,2.49,1.75,2.42,2.34,2.64,2.41
c101.50.15,1.39,1.41,1.42,1.32,1.45,3.42,1.38
c101.50.20,2.82,2.82,2.76,2.8,3.03,5.1,2.98
c101.50.25,3.63,3.8,3.86,3.91,4.02,5.31,3.93
c101.75.10,10.94,10.68,7.89,11.13,11.16,6.86,11.03
c101.75.15,16.02,15.47,7.54,16.69,16.01,12.24,16.31
c101.75.20,16.45,17.42,12.59,16.57,16.65,10.98,16.58
c101.75.25,20.02,20.2,19.76,20.37,19.84,19.39,19.72
c102.100.10,300.08,300.04,300.03,300.05,300.08,300.04,300.12
c102.100.15,300.08,300.06,300.04,300.05,300.13,300.05,300.04
c102.100.20,300.11,300.09,300.05,300.08,300.07,300.07,300.11
c102.100.25,300.08,300.09,300.09,300.09,300.04,300.16,300.15
c102.25.3,2.95,1.91,3.02,2.96,3.0,2.97,3.01
c102.25.5,3.82,2.55,20.16,3.81,3.8,3.32,4.22
c102.30.10,6.15,6.54,4.01,6.13,6.1,4.42,6.19
c102.30.15,4.72,6.46,4.29,4.73,4.69,5.32,4.82
c102.30.20,5.01,6.37,6.76,5.21,5.14,6.45,5.15
c102.30.25,3.93,4.05,3.88,4.12,3.98,3.88,4.0
c102.30.3,12.11,6.49,6.21,12.09,12.03,3.64,12.46
c102.30.5,13.07,5.83,9.72,13.02,13.1,5.39,12.79
c102.40.3,0.57,0.62,0.63,0.58,0.6,0.57,0.55
c102.40.5,39.73,132.01,146.01,40.21,33.4,148.08,25.51
c102.50.10,59.4,64.6,59.27,59.83,61.09,23.47,66.83
c102.50.15,68.75,37.86,85.74,67.16,69.09,25.37,31.56
c102.50.20,57.08,34.05,230.76,56.94,83.37,41.95,40.42
c102.50.25,23.58,30.62,24.55,23.71,24.11,18.24,23.52
c102.75.10,300.05,300.09,300.05,300.05,300.01,300.03,300.07
c102.75.15,300.04,300.11,300.04,300.06,300.03,300.08,300.05
c102.75.20,300.07,300.05,300.05,300.06,300.15,300.14,300.12
c102.75.25,300.11,300.1,300.07,300.06,300.86,300.11,300.08
c103.100.10,300.01,300.01,300.06,300.01,300.03,300.01,300.01
c103.100.15,300.29,301.01,300.31,300.34,300.25,300.12,300.32
c103.100.20,300.01,300.05,300.17,300.03,300.03,300.12,300.03
c103.100.25,300.18,300.03,300.09,300.17,300.11,300.17,300.21
c103.25.3,20.69,33.8,88.31,20.98,26.41,67.18,22.53
c103.25.5,41.13,31.02,281.08,42.36,77.93,36.51,46.92
c103.30.10,13.08,6.25,72.95,13.36,13.9,6.27,15.04
c103.30.15,32.68,22.68,29.96,32.87,33.13,67.74,56.17
c103.30.20,35.64,21.59,21.56,36.17,31.99,27.62,37.23
c103.30.25,10.63,8.44,6.65,10.57,11.44,9.59,10.88
c103.30.3,61.62,100.98,215.02,60.42,73.53,241.44,68.6
c103.30.5,300.01,300.01,300.0,300.02,300.01,166.2,300.01
c103.40.3,0.37,0.36,0.36,0.36,0.36,0.33,0.34
c103.40.5,300.02,300.01,300.01,300.04,300.02,300.02,300.02
c103.50.10,300.05,300.02,300.02,300.03,300.02,300.01,300.01
c103.50.15,300.02,300.04,300.04,300.06,300.02,300.07,300.02
c103.50.20,300.05,300.02,300.05,300.05,300.04,300.03,300.05
c103.50.25,300.08,300.04,300.01,300.03,300.04,300.11,300.03
c103.75.10,300.01,300.0,300.01,300.01,300.01,300.04,300.01
c103.75.15,300.01,300.01,300.03,300.09,300.01,300.1,300.06
c103.75.20,300.16,300.08,300.1,300.12,300.14,300.11,300.13
c103.75.25,300.12,300.11,300.15,300.14,300.14,300.12,300.1
c104.100.10,300.02,300.01,300.07,300.03,300.04,300.13,300.03
c104.100.15,300.1,300.0,300.16,300.1,300.06,300.16,300.12
c104.100.20,300.17,300.03,300.1,300.11,300.14,300.14,300.11
c104.100.25,300.24,300.11,300.22,300.2,300.14,300.2,300.23
c104.25.3,300.01,300.0,300.0,300.0,300.01,300.01,300.0
c104.25.5,179.38,300.0,300.01,177.78,300.0,140.74,207.14
c104.30.10,34.02,10.87,300.01,33.29,29.89,38.83,15.02
c104.30.15,15.49,32.79,300.03,15.45,15.48,56.15,14.6
c104.30.20,137.01,69.14,28.11,136.65,127.7,133.66,86.92
c104.30.25,5.1,4.67,4.08,5.19,5.15,4.97,4.98
c104.30.3,300.0,300.01,300.01,300.01,300.01,300.01,300.01
c104.30.5,300.0,300.0,300.01,300.01,300.01,300.01,300.01
c104.40.3,0.42,0.38,0.43,0.42,0.4,0.43,0.46
c104.40.5,300.01,300.01,300.01,300.01,300.01,300.02,300.01
c104.50.10,300.02,300.02,300.03,300.02,300.02,300.04,300.05
c104.50.15,300.06,300.03,300.04,300.05,300.04,300.07,300.06
c104.50.20,300.04,300.08,300.06,300.07,300.04,300.07,300.04
c104.50.25,300.12,300.06,300.08,300.1,300.13,300.09,300.09
c104.75.10,300.02,300.04,300.07,300.08,300.08,300.01,300.07
c104.75.15,300.12,300.09,300.05,300.16,300.11,300.01,300.14
c104.75.20,300.2,300.2,300.07,300.24,300.19,300.15,300.19
c104.75.25,300.13,300.11,300.13,300.13,300.07,300.14,300.11
c105.100.10,60.23,66.63,38.97,60.32,62.3,53.43,60.11
c105.100.15,69.36,67.52,41.67,68.88,69.98,68.02,69.69
c105.100.20,300.08,70.51,49.91,300.09,306.06,79.72,300.07
c105.100.25,96.45,90.83,61.33,97.11,94.65,94.21,96.71
c105.25.3,0.29,0.34,0.21,0.27,0.26,0.28,0.29
c105.25.5,0.37,0.38,0.37,0.36,0.39,0.51,0.39
c105.30.10,1.16,1.35,0.9,1.16,1.17,1.17,1.16
c105.30.15,1.04,1.03,1.04,1.05,1.06,1.82,1.07
c105.30.20,1.32,1.37,1.33,1.32,1.27,2.25,1.35
c105.30.25,2.08,2.1,2.17,2.13,2.11,2.43,2.24
c105.30.3,0.62,0.51,0.43,0.6,0.62,0.42,0.58
c105.30.5,0.77,0.8,0.67,0.78,0.8,0.59,0.78
c105.40.3,0.21,0.28,0.28,0.3,0.27,0.27,0.25
c105.40.5,2.0,1.66,1.34,1.98,1.99,1.44,2.03
c105.50.10,5.99,5.85,5.1,6.03,6.0,3.81,6.14
c105.50.15,5.34,5.51,5.69,5.67,5.45,7.01,5.6
c105.50.20,4.62,4.71,4.86,4.96,4.81,6.4,4.81
c105.50.25,5.99,6.1,4.99,6.05,6.08,1.89,6.22
c105.75.10,19.6,21.01,11.19,19.18,19.08,11.45,19.66
c105.75.15,15.55,22.57,13.25,15.53,15.65,17.59,16.24
c105.75.20,18.42,22.5,11.81,19.3,18.86,16.8,18.29
c105.75.25,33.57,30.43,26.04,34.72,34.06,31.5,34.29
c106.100.10,300.04,300.04,300.02,300.06,300.03,300.02,300.04
c106.100.15,300.15,300.08,300.09,300.07,300.09,300.09,300.12
c106.100.20,300.22,300.06,300.1,300.09,300.11,300.07,300.23
c106.100.25,300.18,300.17,300.13,300.42,300.2,300.1,300.19
c106.25.3,0.27,0.26,0.27,0.27,0.28,0.27,0.23
c106.25.5,0.47,0.63,0.61,0.5,0.48,0.48,0.49
c106.30.10,0.96,1.14,0.95,0.95,0.92,1.1,0.94
c106.30.15,1.08,1.11,1.1,1.07,1.14,1.55,1.11
c106.30.20,1.22,1.22,1.17,1.2,1.13,1.63,1.12
c106.30.25,1.24,1.27,1.29,1.28,1.3,1.47,1.29
c106.30.3,0.22,0.19,0.22,0.24,0.23,0.27,0.23
c106.30.5,1.02,0.98,0.85,1.03,1.03,1.08,1.02
c106.40.3,0.31,0.33,0.32,0.3,0.34,0.31,0.32
c106.40.5,1.67,1.52,1.09,1.61,1.66,1.04,1.68
c106.50.10,4.25,4.08,3.73,4.2,4.29,3.48,4.25
c106.50.15,5.43,5.53,4.43,5.53,5.48,5.9,5.45
c106.50.20,9.0,9.17,9.51,9.26,8.88,6.52,8.77
c106.50.25,6.32,6.4,4.24,6.16,6.18,5.16,6.24
c106.75.10,300.04,300.02,46.29,300.02,300.03,267.33,300.03
c106.75.15,300.12,300.03,300.06,300.05,300.06,300.05,300.04
c106.75.20,86.49,300.08,212.7,86.38,85.63,112.12,84.05
c106.75.25,300.09,300.07,300.08,300.07,300.1,300.08,300.13
c107.100.10,45.13,65.88,32.46,45.73,45.41,45.9,45.38
c107.100.15,65.43,62.75,46.26,66.2,65.13,56.27,65.67
c107.100.20,69.02,67.12,57.83,69.98,69.98,97.77,67.18
c107.100.25,80.71,74.35,63.39,79.72,81.32,78.76,80.21
c107.25.3,0.39,0.39,0.26,0.41,0.4,0.26,0.38
c107.25.5,0.55,0.52,0.48,0.57,0.53,0.44,0.55
c107.30.10,1.15,1.18,1.15,1.12,1.15,1.57,1.13
c107.30.15,1.16,1.15,1.12,1.15,1.13,1.41,1.14
c107.30.20,1.29,1.28,1.31,1.29,1.25,2.06,1.32
c107.30.25,2.19,2.25,2.29,2.22,2.24,2.26,2.28
c107.30.3,0.61,0.64,0.65,0.66,0.65,0.41,0.64
c107.30.5,1.07,1.08,1.15,1.09,1.02,0.53,1.08
c107.40.3,0.27,0.29,0.31,0.29,0.27,0.3,0.28
c107.40.5,1.67,1.6,1.61,1.74,1.65,1.18,1.68
c107.50.10,3.64,3.6,2.92,3.63,3.68,3.21,3.73
c107.50.15,5.25,5.62,4.45,5.13,5.16,6.01,5.33
c107.50.20,4.79,4.62,3.76,4.67,4.94,3.45,4.65
c107.50.25,5.16,5.15,4.12,5.1,5.23,4.66,5.09
c107.75.10,15.1,16.42,11.63,15.36,15.13,12.56,15.41
c107.75.15,20.2,24.93,21.32,20.34,20.41,14.45,20.92
c107.75.20,22.89,20.87,14.67,23.1,22.99,18.49,23.03
c107.75.25,21.57,24.91,14.29,21.74,21.18,24.7,21.1
c108.100.10,300.35,300.37,300.03,300.34,300.36,300.02,300.01
c108.100.15,300.03,300.01,300.08,300.01,300.02,300.03,300.02
c108.100.20,300.14,300.1,300.13,300.08,300.13,300.13,300.05
c108.100.25,300.13,300.12,300.1,300.18,300.23,300.17,300.22
c108.25.3,1.35,1.28,2.42,1.38,1.41,1.41,1.35
c108.25.5,3.18,3.36,3.38,3.3,3.23,4.49,3.32
c108.30.10,41.95,5.28,4.1,41.42,42.38,5.69,46.13
c108.30.15,8.26,5.26,19.89,8.3,8.33,16.33,8.4
c108.30.20,10.07,8.85,8.2,10.42,10.07,13.63,8.46
c108.30.25,4.49,5.01,3.56,4.93,4.7,4.65,5.04
c108.30.3,1.37,2.3,1.25,1.37,1.38,1.2,1.44
c108.30.5,3.7,3.34,18.17,3.53,3.52,2.21,3.59
c108.40.3,0.35,0.36,0.37,0.34,0.34,0.34,0.36
c108.40.5,70.59,49.12,56.3,69.58,66.23,78.17,45.13
c108.50.10,70.9,99.65,168.63,70.11,98.2,37.22,70.15
c108.50.15,103.22,147.91,300.03,103.08,121.06,179.32,107.21
c108.50.20,158.38,300.03,300.05,156.6,300.03,190.2,152.68
c108.50.25,47.3,84.1,49.46,47.04,47.93,300.06,57.28
c108.75.10,300.04,300.01,300.01,300.02,300.06,300.05,300.02
c108.75.15,300.01,300.01,300.07,300.01,300.0,300.03,300.01
c108.75.20,300.07,300.03,300.05,300.06,300.15,300.11,300.1
c108.75.25,300.1,300.09,300.13,300.12,300.1,300.08,300.09
c109.100.10,300.02,300.01,300.05,300.02,300.01,300.02,300.02
c109.100.15,300.07,300.07,300.06,300.05,300.08,300.04,300.11
c109.100.20,300.05,300.09,300.11,300.11,300.09,300.08,300.14
c109.100.25,300.17,300.24,300.11,300.12,300.11,300.2,300.15
c109.25.3,9.23,10.79,20.43,9.52,8.87,21.84,6.37
c109.25.5,268.71,40.0,200.72,265.65,300.0,61.76,278.04
c109.30.10,55.58,27.11,300.01,55.64,300.01,107.96,233.84
c109.30.15,300.02,112.25,300.02,300.01,300.02,267.5,300.01
c109.30.20,142.96,300.02,300.02,140.94,142.9,58.83,300.02
c109.30.25,5.63,6.65,4.56,5.72,5.7,5.64,5.73
c109.30.3,54.35,21.65,66.12,53.89,36.01,65.87,28.94
c109.30.5,77.96,237.07,199.12,79.65,59.99,209.13,71.77
c109.40.3,0.29,0.32,0.3,0.3,0.29,0.33,0.32
c109.40.5,300.01,300.01,300.01,300.01,300.01,300.01,300.03
c109.50.10,300.02,300.01,300.02,300.04,300.03,300.03,300.04
c109.50.15,300.01,300.01,300.06,300.04,300.03,300.03,300.04
c109.50.20,300.04,300.01,300.06,300.06,300.05,300.04,300.03
c109.50.25,300.09,300.06,300.05,300.03,300.02,300.04,300.04
c109.75.10,300.01,300.03,300.03,300.03,300.04,300.01,300.04
c109.75.15,300.08,300.06,300.07,300.15,300.12,300.08,300.09
c109.75.20,300.08,300.08,300.08,300.05,300.05,300.05,300.06
c109.75.25,300.14,300.17,300.1,300.07,300.1,300.06,300.12
c201.100.10,300.17,300.12,300.03,300.05,300.08,300.04,300.05
c201.100.15,300.35,300.08,300.09,300.12,300.21,300.15,300.35
c201.100.20,300.15,300.08,300.06,300.11,300.21,300.12,300.24
c201.100.25,300.15,300.14,300.15,300.16,300.28,300.16,300.18
c201.25.3,0.38,0.37,0.37,0.38,0.37,0.81,0.37
c201.25.5,0.44,0.45,0.4,0.44,0.45,0.43,0.45
c201.30.10,1.23,1.25,0.87,1.22,1.22,1.24,1.3
c201.30.15,2.24,2.21,1.67,2.22,2.26,2.11,2.36
c201.30.20,1.91,1.89,1.41,2.02,1.99,1.94,1.97
c201.30.25,0.99,1.1,1.09,1.11,1.06,1.14,1.11
c201.30.3,0.67,0.72,0.59,0.66,0.65,0.39,0.64
c201.30.5,0.81,0.84,0.8,0.82,0.8,0.83,0.8
c201.40.3,0.31,0.28,0.3,0.32,0.32,0.32,0.3
c201.40.5,7.21,3.23,8.03,7.03,7.11,7.52,6.46
c201.50.10,13.35,11.92,10.39,13.37,13.37,13.35,12.48
c201.50.15,245.92,177.09,145.2,244.79,283.25,270.49,300.02
c201.50.20,147.07,110.65,119.23,144.63,155.56,213.16,170.58
c201.50.25,65.08,48.46,75.4,65.11,56.68,71.24,62.88
c201.75.10,300.03,300.04,300.03,300.04,300.04,300.08,300.02
c201.75.15,300.03,300.06,300.03,300.07,300.03,300.04,300.06
c201.75.20,300.04,300.07,300.05,300.13,300.07,300.05,300.17
c201.75.25,300.05,300.1,300.07,300.11,300.06,300.07,300.06
c202.100.10,300.13,300.12,300.1,300.08,300.04,300.07,300.09
c202.100.15,300.1,300.1,300.13,300.11,300.2,300.07,300.09
c202.100.20,300.12,300.17,300.09,300.14,300.13,300.14,300.21
c202.100.25,300.14,300.15,300.18,300.15,300.32,300.16,300.14
c202.25.3,28.7,12.91,67.17,28.96,34.14,21.38,21.39
c202.25.5,27.92,7.53,300.0,28.21,33.22,23.67,33.39
c202.30.10,22.19,18.79,29.35,22.42,22.71,4.74,23.22
c202.30.15,25.29,11.98,60.36,24.87,32.18,27.62,18.0
c202.30.20,9.73,12.0,11.06,9.92,9.87,10.16,12.5
c202.30.25,5.14,5.14,5.16,5.29,5.11,6.41,5.2
c202.30.3,13.51,8.44,11.58,13.17,13.61,19.8,11.31
c202.30.5,17.99,9.07,36.33,17.87,17.94,50.4,16.95
c202.40.3,0.49,0.5,0.45,0.5,0.49,0.48,0.53
c202.40.5,300.01,300.01,300.01,300.01,300.02,300.02,300.01
c202.50.10,300.02,300.02,300.07,300.02,300.02,300.05,300.03
c202.50.15,300.03,300.05,300.03,300.03,300.05,300.05,300.02
c202.50.20,300.04,300.05,300.04,300.04,300.04,300.03,300.06
c202.50.25,300.02,300.05,300.06,300.03,300.05,300.02,300.04
c202.75.10,300.1,300.04,300.03,300.02,300.04,300.05,300.03
c202.75.15,300.03,300.06,300.06,300.05,300.08,300.09,300.09
c202.75.20,300.11,300.08,300.08,300.14,300.08,300.1,300.08
c202.75.25,300.09,300.11,300.06,300.13,300.09,300.1,300.09
c203.100.10,300.06,300.09,300.12,300.03,300.06,300.03,300.06
c203.100.15,300.19,300.08,300.54,300.3,300.14,300.11,300.11
c203.100.20,300.16,300.2,300.13,300.08,300.17,300.15,300.16
c203.100.25,300.14,300.62,300.18,300.16,300.22,300.21,300.18
c203.25.3,300.01,300.0,300.01,300.0,300.0,300.0,300.0
c203.25.5,300.0,300.01,300.01,300.01,300.01,300.04,300.01
c203.30.10,300.03,300.01,300.03,300.01,300.01,300.01,300.02
c203.30.15,300.01,300.01,300.01,300.01,300.02,300.01,300.03
c203.30.20,300.01,201.47,300.02,300.02,300.01,300.01,300.02
c203.30.25,8.56,6.67,5.97,8.67,8.76,7.2,8.35
c203.30.3,300.01,300.0,300.01,300.01,300.01,300.01,300.0
c203.30.5,300.01,300.0,300.01,300.01,300.01,300.01,300.02
c203.40.3,0.35,0.42,0.45,0.4,0.42,0.37,0.35
c203.40.5,300.01,300.01,300.01,300.01,300.03,300.03,300.03
c203.50.10,300.03,300.03,300.03,300.03,300.03,300.05,300.03
c203.50.15,300.02,300.03,300.01,300.04,300.03,300.05,300.04
c203.50.20,300.06,300.03,300.04,300.06,300.08,300.05,300.06
c203.50.25,300.05,300.08,300.12,300.06,300.1,300.08,300.07
c203.75.10,300.06,300.06,300.05,300.1,300.04,300.08,300.09
c203.75.15,300.12,300.07,300.1,300.06,300.06,300.33,300.09
c203.75.20,300.1,300.1,300.09,300.11,300.05,300.09,300.12
c203.75.25,300.11,300.12,300.06,300.06,300.11,300.13,300.12
c204.100.10,300.08,300.05,300.11,300.03,300.07,300.08,300.07
c204.100.15,300.07,300.19,300.08,300.07,300.06,300.19,300.13
c204.100.20,300.18,300.23,300.19,300.13,300.2,300.2,300.1
c204.100.25,300.24,300.27,300.22,300.25,300.22,300.19,300.14
c204.25.3,300.0,300.0,300.02,300.0,300.01,300.0,300.0
c204.25.5,300.02,300.0,300.01,300.01,300.0,300.0,300.0
c204.30.10,300.01,300.05,300.02,300.03,300.02,300.01,300.01
c204.30.15,300.01,300.02,300.02,300.0,300.02,300.01,300.01
c204.30.20,300.02,300.02,300.02,300.01,300.02,300.01,300.01
c204.30.25,4.33,3.9,3.78,4.42,4.34,4.19,4.55
c204.30.3,300.0,300.01,300.0,300.0,300.0,300.02,300.01
c204.30.5,300.01,300.01,300.01,300.0,300.02,300.02,300.01
c204.40.3,0.39,0.41,0.4,0.4,0.42,0.35,0.38
c204.40.5,300.01,300.01,300.02,300.03,300.01,300.03,300.02
c204.50.10,300.04,300.03,300.03,300.04,300.09,300.03,300.03
c204.50.15,300.02,300.03,300.04,300.07,300.05,300.03,300.07
c204.50.20,300.07,300.05,300.05,300.03,300.08,300.07,300.07
c204.50.25,300.06,300.07,300.06,300.05,300.06,300.05,300.1
c204.75.10,300.08,300.06,300.05,300.11,300.08,300.16,300.05
c204.75.15,300.09,300.04,300.07,300.07,300.09,300.06,300.14
c204.75.20,300.09,300.11,300.1,300.14,300.07,300.23,300.11
c204.75.25,300.12,300.05,300.13,300.15,300.14,300.13,300.1
c205.100.10,300.03,300.04,300.05,300.02,300.03,300.07,300.01
c205.100.15,300.18,300.08,300.09,300.12,300.11,300.18,300.13
c205.100.20,300.07,300.12,300.12,300.12,300.09,300.11,300.13
c205.100.25,300.14,300.19,300.1,300.09,300.16,300.13,300.12
c205.25.3,27.94,5.27,15.7,27.59,19.25,18.04,24.08
c205.25.5,79.41,16.27,33.53,78.53,91.25,55.37,112.65
c205.30.10,186.28,28.97,300.01,185.86,160.56,115.26,300.01
c205.30.15,300.01,127.82,221.62,300.01,158.81,300.01,162.44
c205.30.20,300.01,34.22,300.01,300.01,54.56,19.69,18.82
c205.30.25,2.8,2.93,2.69,2.82,2.81,2.45,2.8
c205.30.3,24.79,20.49,72.09,24.03,23.48,48.62,22.34
c205.30.5,20.44,55.56,300.0,20.03,47.81,38.83,32.96
c205.40.3,0.19,0.21,0.18,0.19,0.18,0.18,0.22
c205.40.5,300.01,300.0,300.02,300.01,300.01,300.01,300.01
c205.50.10,300.02,300.01,300.02,300.04,300.03,300.02,300.02
c205.50.15,300.04,300.03,300.04,300.04,300.02,300.04,300.02
c205.50.20,300.02,300.05,300.08,300.02,300.04,300.04,300.03
c205.50.25,300.03,300.05,300.05,300.04,300.03,300.06,300.06
c205.75.10,300.02,300.01,300.04,300.04,300.05,300.07,300.02
c205.75.15,300.06,300.05,300.05,300.09,300.1,300.05,300.04
c205.75.20,300.03,300.05,300.03,300.04,300.05,300.09,300.04
c205.75.25,300.1,300.09,300.11,300.1,300.12,300.12,300.08
c206.100.10,300.07,300.01,300.04,300.06,300.05,300.06,300.08
c206.100.15,300.08,300.08,300.07,300.06,300.06,300.08,300.08
c206.100.20,300.08,300.12,300.12,300.09,300.08,300.28,300.14
c206.100.25,300.11,300.14,300.15,300.17,300.17,300.17,300.16
c206.25.3,18.99,11.61,37.1,18.96,19.58,31.04,64.78
c206.25.5,57.42,73.29,44.87,56.33,80.6,55.08,86.64
c206.30.10,224.61,47.65,300.01,221.58,300.01,300.02,300.02
c206.30.15,300.01,300.01,300.01,300.02,300.02,300.01,300.03
c206.30.20,300.02,300.01,300.01,300.02,300.03,300.01,300.01
